ID_Ra,Name,Category,Total kg CO2-eq/kg,Agriculture,iLUC,Food processing,Packaging,Transport,Retail,Energy (KJ/100 g),Fat (g/100 g),Carbohydrate (g/100 g),Protein (g/100 g),ID_food,ID_pack,ID_retail,
Ra00260,"Celeriac, celery root, raw",Vegetables,0.38,0.25,0.03,0.00,0.06,0.03,0.01,143,0.3,2,1.8,Cm173,Pa040,Ma0332,
Ra00261,"Ginger root, raw",Vegetables,1.27,0.73,0.05,0.00,0.14,0.35,0.01,352,0.8,16.7,1.8,Cm069,Pa059,Ma0332,
Ra00262,"Fennel, root, raw",Vegetables,0.15,0.00,0.01,0.00,0.14,0.00,0.01,95,0.2,2.9,1.4,Cm003,Pa059,Ma0332,
Ra00263,"Turnip, raw",Vegetables,0.27,0.15,0.02,0.00,0.06,0.04,0.01,110,0.1,3.8,0.6,Cm023,Pa040,Ma0332,
Ra00264,"Onions, chopped, frozen",Fruit/vegetable products,0.38,0.19,0.03,0.02,0.06,0.06,0.02,117,0.1,5,0.8,Fa0111,Pa040,Ma0334,
Ra00265,"Carrot, frozen",Fruit/vegetable products,0.38,0.18,0.02,0.02,0.06,0.07,0.02,124,0.2,4.7,1.1,Fa0112,Pa040,Ma0334,
Ra00266,"Onion, raw",Vegetables,0.27,0.15,0.02,0.00,0.06,0.03,0.01,183,0.1,5.4,1.2,Cm115,Pa040,Ma0332,
Ra00267,"Onions, spring, raw",Vegetables,0.81,0.56,0.04,0.00,0.06,0.14,0.01,139,0.2,4.7,1.8,Cm115,Pa040,Ma0332,
Ra00268,"Cassava, raw",Vegetables,0.70,0.38,0.04,0.00,0.06,0.21,0.01,659,0.3,36.3,1.4,Cm026,Pa040,Ma0332,
Ra00269,"Parsley root, raw",Vegetables,0.95,0.61,0.06,0.00,0.06,0.21,0.01,232,0.6,8,2.3,Cm143,Pa040,Ma0332,
Ra00270,"Cheese, semihard, Feta, 40 % fidm",Milk/eggs/substitute products,1.60,2.67,-1.33,-0.35,0.35,0.26,0.00,1059,19.2,0.5,19,Fa0083,Pa034,Ma0333,
Ra00271,"Cheese, Danish Blue, 50 % fidm.",Milk/eggs/substitute products,5.41,4.46,-2.34,2.52,0.35,0.42,0.00,1450,29.5,0,20.1,Fa0085,Pa034,Ma0333,
Ra00272,"Lamb, leg, unspecified , raw",Meat/poultry,36.43,36.94,4.22,-5.34,0.14,0.48,0.00,749,12,0,17.9,Fa0054,Pa059,Ma0333,
Ra00273,"Lamb, meat, average values, raw",Meat/poultry,36.43,36.94,4.22,-5.34,0.14,0.48,0.00,1365,30.5,0,13.9,Fa0054,Pa059,Ma0333,
Ra00274,"Crayfish, raw",Seafood,2.54,1.12,0.20,0.52,0.26,0.44,0.00,287,0.5,1.2,14.6,Fa0400,Pa066,Ma0333,
Ra00275,"Shrimps, boiled, shell removed",Seafood,8.40,3.39,0.66,3.87,0.26,0.23,0.00,291,0.8,0,15.3,Fa0406,Pa061,Ma0333,
Ra00276,"Lobster, raw",Seafood,2.54,1.12,0.20,0.52,0.26,0.44,0.00,393,1.3,0.8,19.6,Fa0401,Pa066,Ma0333,
Ra00277,"Crab, boiled",Seafood,4.42,0.49,0.19,3.17,0.08,0.49,0.00,541,5.2,0.5,20.1,Fa0402,Pa062,Ma0333,
Ra00278,"Prawn, giant tiger, aquaculture, boiled, frozen",Seafood,10.04,3.89,0.61,5.25,0.08,0.19,0.02,263,0.3,0,14.8,Fa0405,Pa062,Ma0334,
Ra00279,"Shrimp, boiled, in brine",Seafood,8.40,3.39,0.66,3.87,0.26,0.23,0.00,303,0.9,0.4,15.5,Fa0407,Pa061,Ma0333,
Ra00280,"Pop corn, oil and salt added, traditional",Prepared/preserved foods,1.53,0.62,0.02,0.56,0.26,0.07,0.01,1960,20.2,57.9,9.6,Fa0174,Pa066,Ma0332,
Ra00281,"Peanuts, oilroasted and salted",Fruit/vegetable products,3.47,1.91,0.22,0.72,0.26,0.35,0.01,2614,53.3,8.1,28.4,Fa0175,Pa066,Ma0332,
Ra00282,"Strawberry, raw",Fruits,0.65,0.41,0.04,0.00,0.14,0.06,0.01,162,0.6,6.1,0.7,Cm155,Pa059,Ma0332,
Ra00283,"Raspberry, raw",Fruits,1.20,0.89,0.08,0.00,0.14,0.07,0.01,215,1.3,4,1.4,Cm141,Pa059,Ma0332,
Ra00284,"Currant, black, raw",Fruits,0.80,0.55,0.06,0.00,0.14,0.04,0.01,314,1.3,9.9,1.5,Cm054,Pa059,Ma0332,
Ra00285,"Blueberries, raw",Fruits,1.22,0.82,0.07,0.00,0.14,0.18,0.01,219,0.5,10.4,0.7,Cm016,Pa059,Ma0332,
Ra00286,"Blackberry, raw",Fruits,1.38,1.05,0.10,0.00,0.14,0.07,0.01,153,1,4.5,1.4,Cm015,Pa059,Ma0332,
Ra00287,"Rose hip, raw",Fruits,0.72,0.41,0.03,0.00,0.14,0.13,0.01,332,0.5,15,0.6,Cm064,Pa059,Ma0332,
Ra00288,"Elderberry, raw",Fruits,1.38,1.05,0.10,0.00,0.14,0.07,0.01,281,0.5,11.6,0.7,Cm015,Pa059,Ma0332,
Ra00289,"Currant, red, raw",Fruits,0.80,0.55,0.06,0.00,0.14,0.04,0.01,265,1.7,9.3,1.3,Cm054,Pa059,Ma0332,
Ra00290,"Gooseberry, raw",Fruits,1.00,0.66,0.07,0.00,0.14,0.12,0.01,185,0.5,7.3,0.9,Cm070,Pa059,Ma0332,
Ra00291,"Strawberries, frozen, unsweetened",Fruit/vegetable products,0.60,0.12,0.02,0.01,0.06,0.35,0.02,173,0.4,5.9,0.4,Fa0103,Pa040,Ma0334,
Ra00292,"Cranberry, raw",Fruits,0.79,0.42,0.03,0.00,0.14,0.19,0.01,177,0.1,7.6,0.4,Cm052,Pa059,Ma0332,
Ra00293,"Blueberry, frozen, unsweetened",Fruit/vegetable products,0.99,0.42,0.05,0.06,0.06,0.37,0.02,224,0.6,10.7,0.4,Fa0104,Pa040,Ma0334,
Ra00294,"Raspberry, frozen",Fruit/vegetable products,1.34,0.81,0.11,0.15,0.06,0.19,0.02,223,1.3,6.5,1.4,Fa0105,Pa040,Ma0334,
Ra00295,"Cheese, Cream, 60 % fidm.",Milk/eggs/substitute products,5.41,4.46,-2.34,2.52,0.35,0.42,0.00,1379,31.5,2.1,10,Fa0085,Pa034,Ma0333,
Ra00296,"Cheese, Brie, 45 % fidm.",Milk/eggs/substitute products,1.60,2.67,-1.33,-0.35,0.35,0.26,0.00,1182,22,0.1,20.3,Fa0083,Pa034,Ma0333,
Ra00297,"Cheese, cottage, 20 % fidm.",Milk/eggs/substitute products,1.60,2.67,-1.33,-0.35,0.35,0.26,0.00,441,4.4,2.5,13,Fa0083,Pa034,Ma0333,
Ra00298,"Bulgur, parboiled, raw",Cereal/grain/pulse products,1.87,1.32,0.10,0.16,0.20,0.09,0.01,1444,1.9,45.5,11.8,Fa0027,Pa018,Ma0332,
Ra00299,"Sweetcorn, kernels, canned",Fruit/vegetable products,0.69,0.16,0.03,0.14,0.31,0.03,0.01,428,1.1,16.1,3.1,Fa0134,Pa044,Ma0332,
Ra00300,"Rice, parboiled, raw",Cereal/grain/pulse products,5.06,4.17,0.16,0.16,0.20,0.36,0.01,1518,1.2,78.1,8.2,Fa0026,Pa019,Ma0332,
Ra00301,"Quinoa, black, raw",Cereal/grain/pulse products,4.63,3.73,0.43,0.00,0.20,0.26,0.01,1461,6.5,42.3,13.7,Cm138,Pa018,Ma0332,
Ra00302,"Pepper, black",Seasonings/preservatives/extracts,5.19,2.00,0.21,0.00,2.71,0.25,0.01,1274,3.3,44.5,10.9,Cm038,Pa055,Ma0332,
Ra00303,"Mustard, yellow, ready made",Seasonings/preservatives/extracts,1.95,0.67,0.09,0.34,0.78,0.06,0.01,691,6.4,20.2,5.7,Fa0088,Pa037,Ma0332,
Ra00304,Curry powder,Seasonings/preservatives/extracts,6.09,2.76,0.27,0.00,2.71,0.34,0.01,1421,13.8,25.2,12.7,Fa0176,Pa055,Ma0332,
Ra00305,"BITTER, Gammel Dansk Bitter Dram",Beverages,3.57,2.95,0.09,-0.11,0.37,0.27,0.01,885,0,0,0,Fa0016,Pa008,Ma0332,
Ra00306,"Brandy, cognac",Beverages,5.76,2.13,0.15,2.78,0.37,0.33,0.01,928,0,0,0,Fa0017,Pa008,Ma0332,
Ra00307,Vodka,Beverages,3.57,2.95,0.09,-0.11,0.37,0.27,0.01,969,0,0,0,Fa0016,Pa008,Ma0332,
Ra00308,"Aquavit, 40 % vol., average values",Beverages,3.57,2.95,0.09,-0.11,0.37,0.27,0.01,928,0,0,0,Fa0016,Pa008,Ma0332,
Ra00309,"Plum, raw",Fruits,0.90,0.63,0.07,0.00,0.14,0.04,0.01,199,0.3,9.2,0.5,Cm130,Pa059,Ma0332,
Ra00310,"Cherry, raw",Fruits,1.20,0.82,0.07,0.00,0.14,0.17,0.01,234,0.3,11.7,1.4,Cm033,Pa059,Ma0332,
Ra00311,"Chestnut, raw",Fruit/vegetable products,2.31,1.73,0.11,0.00,0.14,0.33,0.01,797,2.7,33.9,2,Cm035,Pa059,Ma0332,
Ra00312,"Prune, dried plum",Fruit/vegetable products,2.73,1.86,0.09,0.41,0.04,0.32,0.01,972,0.7,54.6,2.7,Fa0153,Pa001,Ma0332,
Ra00313,"Apricot, dried",Fruit/vegetable products,2.73,1.86,0.09,0.41,0.04,0.32,0.01,1043,1.7,43.3,3.5,Fa0153,Pa001,Ma0332,
Ra00314,"Apricot, raw",Fruits,0.87,0.53,0.05,0.00,0.14,0.15,0.01,170,0.3,7.3,1.3,Cm005,Pa059,Ma0332,
Ra00315,"Peach, raw",Fruits,0.71,0.38,0.03,0.00,0.14,0.15,0.01,206,0.4,7.8,0.7,Cm119,Pa059,Ma0332,
Ra00316,"Nectarine, raw",Fruits,0.71,0.38,0.03,0.00,0.14,0.15,0.01,177,0,7.8,0.8,Cm119,Pa059,Ma0332,
Ra00317,"Avocado, raw",Fruits,1.22,0.77,0.05,0.00,0.14,0.25,0.01,711,13.1,0.5,1.9,Cm009,Pa059,Ma0332,
Ra00318,"Sugar, sucrose, white",Candy/sugar products,2.66,1.45,0.08,0.47,0.20,0.45,0.01,1698,0,99.9,0,Fa0304,Pa018,Ma0332,
Ra00319,"Sugar, brown",Candy/sugar products,2.45,1.31,0.07,0.44,0.20,0.42,0.01,1624,0,94,0,Fa0305,Pa018,Ma0332,
Ra00320,"Chocolate, milk",Candy/sugar products,4.99,2.35,-0.51,2.42,0.37,0.35,0.01,2278,31.7,62.4,7.1,Fa0136,Pa045,Ma0332,
Ra00321,Nougat,Bread/bakery products,5.89,3.10,0.18,1.53,0.67,0.42,0.01,2297,32.3,55.9,8.7,Fa0177,Pa024,Ma0332,
Ra00322,"Chewing gum, no sugar added, all types",Candy/sugar products,5.94,0.00,0.27,4.35,1.29,0.02,0.01,1451,0,83.6,0.6,Fa0178,Pa067,Ma0332,
Ra00323,"Toffees, mixed",Candy/sugar products,2.92,1.24,-0.16,1.13,0.47,0.23,0.01,2023,20.9,67.7,2.1,Fa0179,Pa046,Ma0332,
Ra00324,"Chocolate, bitter",Candy/sugar products,7.86,5.97,0.89,0.18,0.49,0.33,0.01,2294,31.8,59.6,5.7,Fa0076,Pa026,Ma0332,
Ra00325,"Liquorice, salt",Candy/sugar products,2.72,1.18,0.10,0.92,0.26,0.26,0.01,1507,1,43.4,4.4,Fa0180,Pa066,Ma0332,
Ra00326,Fruit gums,Candy/sugar products,2.68,1.22,0.10,0.83,0.26,0.27,0.01,1482,0.9,74.4,6.6,Fa0181,Pa066,Ma0332,
Ra00327,"Banana, raw",Fruits,0.85,0.43,0.03,0.00,0.14,0.25,0.01,396,0.2,19.7,1.1,Cm010,Pa059,Ma0332,
Ra00328,"Lemon, raw",Fruits,0.67,0.33,0.03,0.00,0.14,0.17,0.01,187,1.1,3.1,0.5,Cm088,Pa059,Ma0332,
Ra00329,"Watermelon, raw",Fruits,0.40,0.22,0.01,0.00,0.00,0.16,0.01,140,0.1,6.5,0.8,Cm177,,Ma0332,
Ra00330,"Orange, raw",Fruits,0.56,0.31,0.03,0.00,0.06,0.16,0.01,205,0.1,8.2,0.9,Cm116,Pa040,Ma0332,
Ra00331,"Melon, honeydew, raw",Fruits,0.60,0.31,0.02,0.00,0.00,0.26,0.01,113,0.2,5.4,0.6,Cm098,,Ma0332,
Ra00332,"Lime, raw",Fruits,0.60,0.33,0.03,0.00,0.06,0.17,0.01,155,0.2,7.7,0.7,Cm088,Pa040,Ma0332,
Ra00333,"Pineapple, raw",Fruits,0.56,0.30,0.02,0.00,0.00,0.24,0.01,234,0.4,10.8,0.5,Cm127,,Ma0332,
Ra00334,"Mango, raw",Fruits,1.01,0.57,0.05,0.00,0.14,0.24,0.01,282,0.5,14.2,0.5,Cm095,Pa059,Ma0332,
Ra00335,"Grapefruit, raw",Fruits,0.77,0.32,0.03,0.00,0.14,0.28,0.01,185,0.3,7,0.9,Cm072,Pa059,Ma0332,
Ra00336,"Tangerine, raw",Fruits,0.65,0.32,0.03,0.00,0.14,0.16,0.01,201,0,8.3,0.8,Cm163,Pa059,Ma0332,
Ra00337,"Kiwi fruit, raw",Fruits,0.75,0.43,0.03,0.00,0.14,0.14,0.01,263,0.8,11.7,1,Cm085,Pa059,Ma0332,
Ra00338,"Turkey, breast, boiled/smoked, sliced",Meat/poultry,4.35,3.65,0.25,0.11,0.02,0.31,0.00,453,1.8,1.7,21,Fa0065,Pa022,Ma0333,
Ra00339,"Turkey, flesh only, raw",Meat/poultry,4.71,4.06,0.28,-0.05,0.14,0.28,0.00,444,2.2,0,21.3,Fa0056,Pa059,Ma0333,
Ra00340,"Turkey, mince, 5-10% fat, raw",Meat/poultry,4.68,3.80,0.25,0.17,0.14,0.32,0.00,657,8.5,0,20.1,Fa0057,Pa059,Ma0333,
Ra00341,"Milk, whole, 3.5 % fat",Milk/eggs/substitute products,0.50,0.48,-0.24,0.12,0.08,0.07,0.00,264,3.5,4.6,3.4,Fa0078,Pa035,Ma0333,
Ra00342,"Milk, partly skimmed, 1.5 % fat",Milk/eggs/substitute products,0.45,0.50,-0.25,0.04,0.08,0.07,0.00,200,1.6,4.7,3.4,Fa0079,Pa035,Ma0333,
Ra00343,"Milk, skimmed, 0.5 % fat",Milk/eggs/substitute products,0.41,0.52,-0.26,0.00,0.08,0.07,0.00,158,0.5,4.8,3.4,Fa0080,Pa035,Ma0333,
Ra00344,"Milk, skimmed, with chocolate (UHT)",Milk/eggs/substitute products,0.73,0.71,-0.18,0.01,0.08,0.10,0.01,251,0.5,9.3,3.5,Fa0084,Pa035,Ma0332,
Ra00345,"Cream, whipping, 38 % fat",Milk/eggs/substitute products,1.73,0.17,-0.16,1.59,0.08,0.04,0.00,1484,38,3,2.1,Fa0286,Pa035,Ma0333,
Ra00346,"Veal, medium fat, raw",Meat/poultry,74.84,60.82,15.81,-2.97,0.14,1.05,0.00,768,11.3,0,20,Fa0033,Pa059,Ma0333,
Ra00347,Peanut butter,Prepared/preserved foods,3.83,1.97,0.23,0.85,0.42,0.36,0.01,2636,53.7,12.2,26.1,Fa0115,Pa053,Ma0332,
Ra00348,Sunflower oil,Oils/fats edible,2.79,0.00,0.00,1.92,0.56,0.30,0.01,3700,100,0,0,Ma0061,Pa036,Ma0332,
Ra00349,Olive oil,Oils/fats edible,5.89,4.33,0.64,-0.03,0.56,0.38,0.01,3700,100,0,0,Fa0086,Pa036,Ma0332,
Ra00350,"Oil, rape seed (no eruca acid)",Oils/fats edible,3.33,0.00,0.02,2.27,0.56,0.47,0.01,3700,100,0,0,Ma0060,Pa036,Ma0332,
Ra00351,"Onions, chopped and deepfried",Fruit/vegetable products,4.25,0.67,-0.03,2.44,1.04,0.11,0.01,2374,48,22.1,6,Fa0182,Pa056,Ma0332,
Ra00352,"Potato crisps, coarse",Prepared/preserved foods,4.24,0.77,-0.01,3.01,0.26,0.21,0.01,2081,26.4,57.2,6.1,Fa0208,Pa066,Ma0332,
Ra00353,"Tofu, soy bean curd",Prepared/preserved foods,2.09,0.71,0.10,0.91,0.26,0.11,0.00,316,4.2,1.2,7.8,Fa0235,Pa066,Ma0333,
Ra00354,"Lentils, sprouted, raw",Vegetables,3.00,2.42,0.24,0.00,0.14,0.19,0.01,522,0.6,19.1,9,Cm089,Pa059,Ma0332,
Ra00355,"Cabbage, red, canned, no sugar added",Fruit/vegetable products,0.79,0.26,0.03,0.20,0.22,0.07,0.01,82,0.1,2.9,0.5,Fa0124,Pa043,Ma0332,
Ra00356,"Tomatojuice, canned",Beverages,1.06,0.30,0.02,0.20,0.22,0.30,0.01,79,0.1,3.3,0.8,Fa0123,Pa043,Ma0332,
Ra00357,"Gherkin, pickled",Fruit/vegetable products,3.07,1.15,0.08,0.92,0.64,0.29,0.01,59,0.2,2.1,0.3,Fa0237,Pa042,Ma0332,
Ra00358,"Potatoes, mashed, instant powder with dry milk",Fruit/vegetable products,5.38,2.37,-0.17,2.10,0.58,0.49,0.01,1408,1.1,62.5,10.9,Fa0266,Pa065,Ma0332,
Ra00359,"Pepper, hot chili, canned",Fruit/vegetable products,1.51,0.72,0.03,0.21,0.22,0.32,0.01,112,0.1,4.9,0.9,Fa0125,Pa043,Ma0332,
Ra00360,"Cucumber, large, pickled",Fruit/vegetable products,3.07,1.15,0.08,0.92,0.64,0.29,0.01,311,0.5,16.5,0.5,Fa0237,Pa042,Ma0332,
Ra00361,"Tomato, peeled, canned",Fruit/vegetable products,1.06,0.30,0.02,0.20,0.22,0.30,0.01,90,0.3,3,1.2,Fa0123,Pa043,Ma0332,
Ra00362,"Beet, red, canned",Fruit/vegetable products,0.86,0.30,0.02,0.20,0.22,0.11,0.01,255,0.3,11.9,1,Fa0126,Pa043,Ma0332,
Ra00363,"Potato, canned",Fruit/vegetable products,0.99,0.41,0.03,0.20,0.22,0.12,0.01,236,0.2,10.9,1.4,Fa0127,Pa043,Ma0332,
Ra00364,Potato crisps,Prepared/preserved foods,4.24,0.77,-0.01,3.01,0.26,0.21,0.01,2221,31.9,44.9,5.4,Fa0208,Pa066,Ma0332,
Ra00365,"Bamboo shoots, canned, nonsalted",Fruit/vegetable products,1.37,0.57,0.05,0.24,0.22,0.28,0.01,106,0.1,3.2,2.6,Fa0128,Pa043,Ma0332,
Ra00366,"Mushroom, canned",Fruit/vegetable products,0.62,0.09,0.01,0.20,0.22,0.08,0.01,92,0.5,0,2.5,Fa0129,Pa043,Ma0332,
Ra00367,"French fries, deepfried, fast food",Fruit/vegetable products,2.85,0.50,-0.01,1.95,0.26,0.14,0.00,1300,14.8,39,3.7,Fa0209,Pa066,Ma0333,
Ra00368,"Tomato paste, concentrated",Fruit/vegetable products,2.67,1.00,0.06,0.51,0.78,0.31,0.01,375,0.5,14.8,4.3,Fa0090,Pa037,Ma0332,
Ra00369,"Tomato ketchup, bottled",Seasonings/preservatives/extracts,2.12,0.96,0.07,0.59,0.42,0.08,0.01,479,2.4,18.4,3,Fa0087,Pa063,Ma0332,
Ra00370,"Beans, baked i tomato sauce, canned",Fruit/vegetable products,1.72,0.69,0.08,0.20,0.63,0.12,0.01,371,0.5,9.6,5.1,Fa0236,Pa051,Ma0332,
Ra00371,Potato flour,Fruit/vegetable products,1.68,1.00,0.07,0.14,0.20,0.26,0.01,1455,0.1,85,0.2,Fa0238,Pa018,Ma0332,
Ra00372,"Peas, green, canned",Fruit/vegetable products,2.36,1.48,0.15,0.20,0.22,0.30,0.01,314,0.8,7.7,5.9,Fa0130,Pa043,Ma0332,
Ra00373,Soya sauce,Seasonings/preservatives/extracts,1.88,0.60,0.08,0.27,0.85,0.08,0.01,237,0,7,6.9,Fa0186,Pa057,Ma0332,
Ra00374,"Sauce, barbeque",Seasonings/preservatives/extracts,2.26,0.91,0.07,0.72,0.42,0.14,0.01,623,0.3,35.8,0,Fa0239,Pa063,Ma0332,
Ra00375,"Wine, white, average values",Beverages,1.65,0.66,0.08,0.45,0.41,0.04,0.01,344,0,2.6,0.1,Fa0014,Pa007,Ma0332,
Ra00376,"Wine, rosé",Beverages,1.65,0.66,0.08,0.45,0.41,0.04,0.01,297,0,1.4,0.2,Fa0014,Pa007,Ma0332,
Ra00377,"Wine, red",Beverages,1.65,0.66,0.08,0.45,0.41,0.04,0.01,321,0,0.3,0.2,Fa0014,Pa007,Ma0332,
Ra00378,"Wine, white, sparkling, champagne",Beverages,1.65,0.66,0.08,0.45,0.41,0.04,0.01,316,0,1.4,0.3,Fa0014,Pa007,Ma0332,
Ra00379,"Yeast, baker`s, compressed",Bread/bakery products,1.18,0.00,0.04,0.92,0.20,0.02,0.00,479,1.9,0,8.4,Fa0303,Pa018,Ma0333,
Ra00380,Cocktail sausages,Meat/poultry,2.16,1.82,0.11,0.12,0.02,0.09,0.00,1349,28,3.4,15,Fa0059,Pa022,Ma0333,
Ra00381,Pesto,Seasonings/preservatives/extracts,4.24,1.81,0.08,1.15,0.64,0.56,0.01,1547,35,10,4.7,Fa0122,Pa042,Ma0332,
Ra00382,"Lasagne, beef, ready meals",Prepared/preserved foods,12.16,9.29,2.24,-0.24,0.64,0.23,0.00,521,5.3,12,6.8,Fa0183,Pa070,Ma0333,
Ra00383,"Lasagne, vegetarian, ready meals",Prepared/preserved foods,1.53,0.65,-0.09,0.22,0.64,0.10,0.00,324,3,9.5,2.6,Fa0184,Pa070,Ma0333,
Ra00384,"Daal, ready meals",Prepared/preserved foods,2.11,0.94,0.13,0.27,0.64,0.13,0.00,448,2.8,14,5.6,Fa0185,Pa070,Ma0333,
Ra00385,"Sushi, ready meals",Prepared/preserved foods,2.30,1.06,0.09,0.39,0.64,0.11,0.00,718,5.6,23,6.7,Fa0187,Pa070,Ma0333,
Ra00386,Minced chicken,Meat/poultry,5.71,5.01,0.36,-0.09,0.14,0.28,0.00,621,8.5,0,18,Fa0053,Pa059,Ma0333,
Ra00387,Pizza dough,Bread/bakery products,1.07,0.70,0.05,0.01,0.26,0.06,0.00,935,1.4,44.2,6.8,Fa0188,Pa066,Ma0333,
Ra00388,"Fresh pasta, fettucine spinach",Prepared/preserved foods,1.53,0.96,0.08,0.17,0.23,0.09,0.00,1120,2.5,48,11,Fa0189,Pa002,Ma0333,
Ra00389,Tuna salad,Seasonings/preservatives/extracts,2.06,0.14,0.08,1.48,0.24,0.12,0.00,766,14,5.1,9.4,Fa0271,Pa017,Ma0333,
Ra00390,Egg salad,Prepared/preserved foods,1.50,0.51,0.04,0.58,0.24,0.12,0.00,982,22,3.7,6.3,Fa0191,Pa017,Ma0333,
Ra00391,Meatballs,Meat/poultry,3.61,3.03,0.17,-0.01,0.26,0.14,0.02,908,15,6.5,14,Fa0272,Pa066,Ma0334,
Ra00392,"Hummus, done",Seasonings/preservatives/extracts,2.26,1.60,0.21,0.03,0.24,0.18,0.00,1165,20,16,7.7,Fa0192,Pa017,Ma0333,
Ra00393,"Lasagne, vegan, ready meals",Prepared/preserved foods,1.46,0.51,0.00,0.22,0.64,0.09,0.00,476,4,13,5.7,Fa0194,Pa070,Ma0333,
Ra00394,"Pancakes, ready meals",Prepared/preserved foods,2.44,1.14,-0.03,0.51,0.67,0.14,0.01,1113,9.6,36.5,7.5,Fa0195,Pa024,Ma0332,
